,Word,Label,Book,Chapter,Line
113,عما,3,0,2.0,3
114,يقصد,3,0,2.0,3
115,إليه,3,0,2.0,3
117,ولكن,3,0,2.0,3
118,منظر,3,0,2.0,3
119,الحقول,3,0,2.0,3
120,في,3,0,2.0,3
121,هذه,3,0,2.0,3
122,الساعة,3,0,2.0,3
123,قبل,3,0,2.0,3
124,طلوع,3,0,2.0,3
125,الشمس,3,0,2.0,3
127,والضباب,3,0,2.0,3
128,يسترها,3,0,2.0,3
129,على,3,0,2.0,3
130,مسافة,3,0,2.0,3
131,متر,3,0,2.0,3
133,ويشف,3,0,2.0,3
134,شيئا,3,0,2.0,3
135,فشيئا,3,0,2.0,3
136,عنها,3,0,2.0,3
137,—,3,0,2.0,3
138,وهو,3,0,2.0,3
139,منظر,3,0,2.0,3
140,لا,3,0,2.0,3
141,عهد,4,0,2.0,3
142,له,3,0,2.0,3
143,به,3,0,2.0,3
144,—,3,0,2.0,3
145,أغراه,3,0,2.0,3
146,بالمضي,4,0,2.0,3
147,فانطلق,4,0,2.0,3
148,على,3,0,2.0,3
149,غير,3,0,2.0,3
150,هدى,3,0,2.0,3
152,حتى,3,0,2.0,3
153,وقف,3,0,2.0,3
154,على,3,0,2.0,3
155,ترعة,4,0,2.0,3
156,صغيرة,3,0,2.0,3
157,نزرة,5,0,2.0,3
158,الماء,3,0,2.0,3
160,تكسو,4,0,2.0,3
161,الحشائش,3,0,2.0,3
162,جانبي,3,0,2.0,3
163,مجراها,4,0,2.0,3
165,ويفترش,4,0,2.0,3
166,الماء,3,0,2.0,3
167,في,3,0,2.0,3
168,قاعها,3,0,2.0,3
169,بساطا,3,0,2.0,3
170,سندسيا,5,0,2.0,3
171,لينا,3,0,2.0,3
173,وجعل,3,0,2.0,3
174,ينظر,3,0,2.0,3
175,إليها,3,0,2.0,3
176,تارة,4,0,2.0,3
178,ويدير,3,0,2.0,3
179,عينه,3,0,2.0,3
180,في,3,0,2.0,3
181,الحقول,3,0,2.0,3
182,المستوية,3,0,2.0,3
183,تارة,4,0,2.0,3
184,أخرى,3,0,2.0,3
186,وكان,3,0,2.0,3
187,المنظر,3,0,2.0,3
188,من,3,0,2.0,3
189,حوله,3,0,2.0,3
190,مؤلفا,4,0,2.0,3
191,من,3,0,2.0,3
192,عناصر,4,0,2.0,3
193,إذا,3,0,2.0,3
194,اجتمعت,3,0,2.0,3
196,كما,3,0,2.0,3
197,هى,3,0,2.0,3
198,الآن,4,0,2.0,3
200,أحالت,4,0,2.0,3
201,الحب,3,0,2.0,3
202,في,3,0,2.0,3
203,النفس,3,0,2.0,3
204,الحساسة,3,0,2.0,3
205,قلقا,4,0,2.0,3
207,وهوت,4,0,2.0,3
208,بالأمل,3,0,2.0,3
209,إلى,3,0,2.0,3
210,الشك,3,0,2.0,3
212,وهبطت,3,0,2.0,3
213,باليقين,4,0,2.0,3
214,إلى,3,0,2.0,3
215,مرتبة,3,0,2.0,3
216,الرجاء,4,0,2.0,3
218,ومنعت,3,0,2.0,3
219,الذكرى,3,0,2.0,3
220,أن,3,0,2.0,3
221,تحرك,3,0,2.0,3
222,الأسف,3,0,2.0,3
223,على,3,0,2.0,3
224,فائت,3,0,2.0,3
226,أو,3,0,2.0,3
227,الرغبة,3,0,2.0,3
228,أن,3,0,2.0,3
229,تدفع,3,0,2.0,3
230,إلى,3,0,2.0,3
231,سعي,3,0,2.0,3
233,وذلك,3,0,2.0,3
234,أنه,3,0,2.0,3
235,كان,3,0,2.0,3
236,أمامه,3,0,2.0,3
237,—,3,0,2.0,3
238,على,3,0,2.0,3
239,قدر,3,0,2.0,3
240,ما,3,0,2.0,3
241,وسعه,5,0,2.0,3
242,أن,3,0,2.0,3
243,يرى,3,0,2.0,3
244,—,3,0,2.0,3
245,هذه,3,0,2.0,3
246,الترعة,4,0,2.0,3
247,السوداء,3,0,2.0,3
248,ومن,3,0,2.0,3
249,ورائها,3,0,2.0,3
250,مثل,3,0,2.0,3
251,الجدار,3,0,2.0,3
252,القائم,4,0,2.0,3
254,ومن,3,0,2.0,3
255,خلفه,3,0,2.0,3
256,هو,3,0,2.0,3
257,أرض,3,0,2.0,3
258,بعضها,3,0,2.0,3
259,مرعى,3,0,2.0,3
260,فيما,3,0,2.0,3
261,يعلم,3,0,2.0,3
263,وبعضها,3,0,2.0,3
264,زرع,3,0,2.0,3
265,لا,3,0,2.0,3
266,يدري,3,0,2.0,3
267,أي,3,0,2.0,3
268,شيء,3,0,2.0,3
269,هو,3,0,2.0,3
271,ثم,3,0,2.0,3
272,فضاء,3,0,2.0,3
273,غير,3,0,2.0,3
274,مستو,3,0,2.0,3
275,يقوم,3,0,2.0,3
276,من,3,0,2.0,3
277,بعده,3,0,2.0,3
278,البيت,3,0,2.0,3
279,الذي,3,0,2.0,3
280,زايله,5,0,2.0,3
281,منذ,3,0,2.0,3
282,لحظة,3,0,2.0,3
284,وكل,3,0,2.0,3
285,ما,3,0,2.0,3
286,حوله,3,0,2.0,3
287,أشكال,3,0,2.0,3
288,ليس,3,0,2.0,3
289,لها,3,0,2.0,3
290,معارف,3,0,2.0,3
291,—,3,0,2.0,3
292,كالدرهم,3,0,2.0,3
293,المسيح,4,0,2.0,3
294,—,3,0,2.0,3
295,توحي,3,0,2.0,3
296,إلى,3,0,2.0,3
297,النفس,3,0,2.0,3
298,أي,3,0,2.0,3
299,شيء,3,0,2.0,3
301,ولا,3,0,2.0,3
302,تنطق,3,0,2.0,3
303,بشيء,3,0,2.0,3
305,إذ,3,0,2.0,3
306,كان,3,0,2.0,3
307,الضباب,3,0,2.0,3
308,لا,3,0,2.0,3
309,يزال,3,0,2.0,3
310,يكسوها,4,0,2.0,3
311,ثوبا,3,0,2.0,3
312,يزيدها,3,0,2.0,3
313,في,3,0,2.0,3
314,رأي,3,0,2.0,3
315,العين,3,0,2.0,3
316,والقلب,3,0,2.0,3
317,عريا,3,0,2.0,3
318,وتجردا,5,0,2.0,3
320,وكانت,3,0,2.0,3
321,السماء,3,0,2.0,3
322,دانية,4,0,2.0,3
323,مسفة,5,0,2.0,3
324,يحس,3,0,2.0,3
325,المرء,3,0,2.0,3
326,أنها,3,0,2.0,3
327,تهم,4,0,2.0,3
328,بالانطباق,5,0,2.0,3
329,على,3,0,2.0,3
330,الأرض,3,0,2.0,3
332,ثم,3,0,2.0,3
333,بدأت,3,0,2.0,3
334,الشمس,3,0,2.0,3
335,تطلع,3,0,2.0,3
336,حمراء,3,0,2.0,3
337,قانية,5,0,2.0,3
338,كبيرة,3,0,2.0,3
339,القرص,3,0,2.0,3
341,وأخذت,3,0,2.0,3
342,تطلق,3,0,2.0,3
343,أشعتها,3,0,2.0,3
344,الطويلة,3,0,2.0,3
345,المتوهجة,5,0,2.0,3
346,من,3,0,2.0,3
347,الشرق,3,0,2.0,3
348,فتتلقاها,4,0,2.0,3
349,في,3,0,2.0,3
350,الغرب,3,0,2.0,3
351,السحب,3,0,2.0,3
353,فأطراف,4,0,2.0,3
354,المنازل,3,0,2.0,3
356,والأكواخ,3,0,2.0,3
357,والنوافذ,3,0,2.0,3
358,ورؤوس,3,0,2.0,3
359,الأشجار,3,0,2.0,3
361,فالأغصان,3,0,2.0,3
362,النابتة,5,0,2.0,3
363,على,3,0,2.0,3
364,وجه,3,0,2.0,3
365,الأرض,3,0,2.0,3
367,فصارت,3,0,2.0,3
368,الأنفاس,3,0,2.0,3
369,كأنها,3,0,2.0,3
370,خارجة,3,0,2.0,3
371,من,3,0,2.0,3
372,فوهة,4,0,2.0,3
373,مدخنة,3,0,2.0,3
375,لا,3,0,2.0,3
376,من,3,0,2.0,3
377,فم,3,0,2.0,3
378,آدمي,3,0,2.0,3
380,وأحس,3,0,2.0,4
381,لطول,3,0,2.0,4
382,ما,3,0,2.0,4
383,وقف,3,0,2.0,4
385,بالبرد,3,0,2.0,4
386,يسري,4,0,2.0,4
387,من,3,0,2.0,4
388,قدميه,3,0,2.0,4
389,إلى,3,0,2.0,4
390,سائر,4,0,2.0,4
391,بدنه,3,0,2.0,4
393,فثنى,5,0,2.0,4
394,خطواته,3,0,2.0,4
395,إلى,3,0,2.0,4
396,الدار,3,0,2.0,4
398,وما,3,0,2.0,4
399,كاد,4,0,2.0,4
400,يفتح,3,0,2.0,4
401,الباب,3,0,2.0,4
402,المؤدي,4,0,2.0,4
403,إلى,4,0,2.0,4
404,الجناح,4,0,2.0,4
405,الذي,3,0,2.0,4
406,أفرد,4,0,2.0,4
407,له,3,0,2.0,4
409,حتى,3,0,2.0,4
410,طالعته,3,0,2.0,4
411,زنجية,4,0,2.0,4
412,لامعة,3,0,2.0,4
413,الجلد,3,0,2.0,4
415,منتفخة,3,0,2.0,4
416,الأوداج,5,0,2.0,4
418,كأنما,3,0,2.0,4
419,حشيت,5,0,2.0,4
420,أشداقها,5,0,2.0,4
421,قطنا,3,0,2.0,4
423,براقة,3,0,2.0,4
424,الأسنان,3,0,2.0,4
426,واسعة,3,0,2.0,4
427,العينين,3,0,2.0,4
428,حمراؤهما,3,0,2.0,4
430,قد,3,0,2.0,4
431,غرز,3,0,2.0,4
432,رأسها,3,0,2.0,4
433,المعصوب,5,0,2.0,4
434,بين,3,0,2.0,4
435,كتفيها,3,0,2.0,4
436,غرزا,4,0,2.0,4
438,واتصل,3,0,2.0,4
439,بهما,3,0,2.0,4
440,بلا,3,0,2.0,4
441,واسطة,4,0,2.0,4
443,أما,3,0,2.0,4
444,صدرها,3,0,2.0,4
445,فعريض,3,0,2.0,4
446,جدا,3,0,2.0,4
448,وأما,3,0,2.0,4
449,خصرها,3,0,2.0,4
450,—,3,0,2.0,4
451,إذا,3,0,2.0,4
452,جاز,3,0,2.0,4
453,أن,3,0,2.0,4
454,يسمى,3,0,2.0,4
455,هذا,3,0,2.0,4
456,خصرا,3,0,2.0,4
457,—,3,0,2.0,4
458,فهضيم,5,0,2.0,4
459,جدا,3,0,2.0,4
461,حتى,3,0,2.0,4
462,كأن,3,0,2.0,4
463,ما,3,0,2.0,4
464,نقص,3,0,2.0,4
465,من,3,0,2.0,4
466,هذا,3,0,2.0,4
467,زيد,4,0,2.0,4
468,في,3,0,2.0,4
469,ذاك,3,0,2.0,4
471,ويلي,5,0,2.0,4
472,الخصر,3,0,2.0,4
473,ردفان,5,0,2.0,4
474,ثقيلان,5,0,2.0,4
475,تحتهما,5,0,2.0,4
476,ساقان,3,0,2.0,4
477,قصيرتان,3,0,2.0,4
478,كالقمعين,3,0,2.0,4
480,فكأنهما,3,0,2.0,4
481,زير,5,0,2.0,4
482,عليه,5,0,2.0,4
483,إبريق,3,0,2.0,4
484,مقلوب,3,0,2.0,4
485,فوقه,3,0,2.0,4
486,كرة,3,0,2.0,4
487,ذات,4,0,2.0,4
488,ثقوب,3,0,2.0,4
490,والمرء,3,0,2.0,4
491,بايسر,3,0,2.0,4
492,مجهود,3,0,2.0,4
493,من,3,0,2.0,4
494,الخيال,3,0,2.0,4
495,يستطيع,3,0,2.0,4
496,أن,3,0,2.0,4
497,يتصورها,3,0,2.0,4
498,مفككة,3,0,2.0,4
500,فابتدرته,5,0,2.0,5
501,الزنجية,4,0,2.0,5
502,بقولها,3,0,2.0,5
504,أين,3,0,2.0,5
505,كنت,3,0,2.0,5
506,يا,3,0,2.0,5
507,سيدي,3,0,2.0,5
509,فلم,3,0,2.0,6
510,يرتح,3,0,2.0,6
511,إبراهيم,3,0,2.0,6
512,إلى,3,0,2.0,6
513,هذه,3,0,2.0,6
514,المفاجأة,3,0,2.0,6
516,ولم,3,0,2.0,6
517,يسره,3,0,2.0,6
518,لونها,3,0,2.0,6
519,الأسود,3,0,2.0,6
520,البراق,3,0,2.0,6
521,بعد,3,0,2.0,6
522,ذلك,3,0,2.0,6
523,الضباب,3,0,2.0,6
524,الذى,3,0,2.0,6
525,لبث,4,0,2.0,6
526,فيه,3,0,2.0,6
528,وكان,3,0,2.0,6
529,من,3,0,2.0,6
530,أثقل,3,0,2.0,6
531,الأشياء,3,0,2.0,6
532,على,3,0,2.0,6
533,نفسه,3,0,2.0,6
534,أن,3,0,2.0,6
535,يسأل,3,0,2.0,6
536,عن,3,0,2.0,6
537,روحاته,5,0,2.0,6
538,وغدواته,5,0,2.0,6
540,فقال,3,0,2.0,6
541,لها,3,0,2.0,6
543,أين,3,0,2.0,6
544,كنت,3,0,2.0,6
546,وكيف,3,0,2.0,6
547,يعنيك,3,0,2.0,6
548,هذا,3,0,2.0,6
551,لقد,3,0,2.0,7
552,أزعجتنا,3,0,2.0,7
553,جدا,3,0,2.0,7
554,يا,3,0,2.0,7
555,سيدي,3,0,2.0,7
557,ولم,3,0,2.0,7
558,يخطر,5,0,2.0,7
559,لنا,5,0,2.0,7
560,قط,3,0,2.0,7
561,أنك,3,0,2.0,7
562,قد,3,0,2.0,7
563,تخرج,3,0,2.0,7
564,في,3,0,2.0,7
565,مثل,3,0,2.0,7
566,هذه,5,0,2.0,7
567,البكرة,5,0,2.0,7
568,المطلولة,5,0,2.0,7
570,فحرت,5,0,2.0,7
571,ماذا,3,0,2.0,7
572,أصنع,3,0,2.0,7
573,و,3,0,2.0,7
577,لعلك,3,0,2.0,8
578,لم,3,0,2.0,8
579,تقلقي,3,0,2.0,8
580,أحدا,3,0,2.0,8
581,من,5,0,2.0,8
582,أجلي,5,0,2.0,8
585,نعم,3,0,2.0,9
587,أيقظتهم,3,0,2.0,9
588,جميعا,3,0,2.0,9
591,أيقظتهم,3,0,2.0,10
592,جميعا,3,0,2.0,10
594,ولماذا,3,0,2.0,10
595,بالله,3,0,2.0,10
597,أترينني,3,0,2.0,10
598,طفلا,3,0,2.0,10
599,أم,3,0,2.0,10
600,أنا,3,0,2.0,10
601,هنا,3,0,2.0,10
602,سجين,3,0,2.0,10
604,ولم,3,0,2.0,11
605,تكن,3,0,2.0,11
606,المسكينة,3,0,2.0,11
607,تتوقع,3,0,2.0,11
608,أن,3,0,2.0,11
609,يغضبه,3,0,2.0,11
610,سؤالها,3,0,2.0,11
611,وإشفاقها,3,0,2.0,11
612,عليه,3,0,2.0,11
614,وأفزعتها,3,0,2.0,11
615,نظراته,3,0,2.0,11
616,أكثر,3,0,2.0,11
617,مما,3,0,2.0,11
618,أفزعتها,3,0,2.0,11
619,لهجته,4,0,2.0,11
621,فرمت,3,0,2.0,11
622,بعينيها,3,0,2.0,11
623,إلى,3,0,2.0,11
624,الأرض,3,0,2.0,11
625,وأخذت,3,0,2.0,11
626,تتمتم,3,0,2.0,11
628,لا,3,0,2.0,11
630,لا,3,0,2.0,11
632,ياسيدى,3,0,2.0,11
634,عفوك,3,0,2.0,11
636,هذا,3,0,2.0,11
637,بيتك,3,0,2.0,11
641,من,3,0,2.0,12
642,قال,3,0,2.0,12
643,لك,3,0,2.0,12
644,إني,3,0,2.0,12
645,في,3,0,2.0,12
646,بيتي,3,0,2.0,12
647,يضرب,3,0,2.0,12
648,علي,3,0,2.0,12
649,نطاق,4,0,2.0,12
650,من,3,0,2.0,12
651,الخدم,3,0,2.0,12
654,أنا,3,0,2.0,13
657,أنا,3,0,2.0,13
660,لا,3,0,2.0,13
661,ذنب,3,0,2.0,13
662,لي,3,0,2.0,13
664,لقد,3,0,2.0,13
665,أمرتني,3,0,2.0,13
666,سيدتي,3,0,2.0,13
667,شوشو,3,0,2.0,13
668,قبل,3,0,2.0,13
669,أن,3,0,2.0,13
670,تنام,3,0,2.0,13
671,أن,3,0,2.0,13
672,أخبرها,3,0,2.0,13
674,فلم,3,0,2.0,14
675,يمهلها,3,0,2.0,14
676,حتى,3,0,2.0,14
677,تتم,3,0,2.0,14
678,كلامها,3,0,2.0,14
680,وصاح,3,0,2.0,14
681,بها,3,0,2.0,14
682,وقد,3,0,2.0,14
683,تملكه,3,0,2.0,14
684,غضب,3,0,2.0,14
685,شر,3,0,2.0,14
686,ما,3,0,2.0,14
687,فيه,3,0,2.0,14
688,أنه,3,0,2.0,14
689,يعلم,3,0,2.0,14
690,أن,3,0,2.0,14
691,لا,3,0,2.0,14
692,داعي,3,0,2.0,14
693,له,3,0,2.0,14
695,إذا,3,0,2.0,14
696,كانت,3,0,2.0,14
697,سيدتك,3,0,2.0,14
698,هي,3,0,2.0,14
699,التي,3,0,2.0,14
700,شاءت,3,0,2.0,14
701,أن,3,0,2.0,14
702,تسد,3,0,2.0,14
703,في,3,0,2.0,14
704,وجهي,3,0,2.0,14
705,الأبواب,3,0,2.0,14
707,فسأرحل,3,0,2.0,14
708,هذا,3,0,2.0,14
709,النهار,3,0,2.0,14
711,نعم,3,0,2.0,14
712,لا,3,0,2.0,14
713,بد,4,0,2.0,14
714,من,3,0,2.0,14
715,السفر,3,0,2.0,14
717,فلست,3,0,2.0,14
718,أنوى,3,0,2.0,14
719,أن,3,0,2.0,14
720,أعصب,5,0,2.0,14
721,رأسى,3,0,2.0,14
722,وأسدل,4,0,2.0,14
723,على,3,0,2.0,14
724,وجهى,3,0,2.0,14
725,قناعا,3,0,2.0,14
727,ودفع,3,0,2.0,15
728,باب,3,0,2.0,15
729,غرفته,3,0,2.0,15
730,بعنف,3,0,2.0,15
732,ودخل,3,0,2.0,15
733,وهو,3,0,2.0,15
734,يتمتم,3,0,2.0,15
735,بصوت,3,0,2.0,15
736,يزيده,3,0,2.0,15
737,تهدجا,5,0,2.0,15
738,شعوره,3,0,2.0,15
739,بأنه,3,0,2.0,15
740,مخطئ,3,0,2.0,15
741,في,3,0,2.0,15
742,غضبه,3,0,2.0,15
744,وأنه,3,0,2.0,15
745,تهور,3,0,2.0,15
746,بلا,3,0,2.0,15
747,مسوغ,5,0,2.0,15
749,وشرع,4,0,2.0,15
750,يعد,3,0,2.0,15
751,حقيبته,3,0,2.0,15
752,ويفكر,3,0,2.0,15
753,في,3,0,2.0,15
754,القيود,4,0,2.0,15
755,التي,3,0,2.0,15
756,تحيط,3,0,2.0,15
757,بالمرء,3,0,2.0,15
758,في,3,0,2.0,15
759,الريف,3,0,2.0,15
761,ونسي,3,0,2.0,15
762,أن,3,0,2.0,15
763,للمدن,3,0,2.0,15
764,أيضا,3,0,2.0,15
765,قيودها,4,0,2.0,15
767,ولم,3,0,2.0,16
768,يكن,3,0,2.0,16
769,صاحبنا,3,0,2.0,16
770,إبراهيم,3,0,2.0,16
771,قد,3,0,2.0,16
772,بلغ,3,0,2.0,16
773,سن,3,0,2.0,16
774,الفلسفة,4,0,2.0,16
776,أو,3,0,2.0,16
777,إن,3,0,2.0,16
778,شئت,3,0,2.0,16
779,فقل,3,0,2.0,16
780,سن,3,0,2.0,16
781,التبلد,4,0,2.0,16
782,أو,3,0,2.0,16
783,الحزم,4,0,2.0,16
784,أو,3,0,2.0,16
785,ما,3,0,2.0,16
786,تحب,3,0,2.0,16
787,غيرهما,3,0,2.0,16
789,وإن,3,0,2.0,16
790,كان,3,0,2.0,16
791,بطبعه,3,0,2.0,16
792,لا,3,0,2.0,16
793,طياشا,5,0,2.0,16
794,ولا,3,0,2.0,16
795,قليل,3,0,2.0,16
796,التؤدة,5,0,2.0,16
798,وكان,3,0,2.0,16
799,من,3,0,2.0,16
800,ذلك,3,0,2.0,16
801,الطراز,4,0,2.0,16
802,الذي,3,0,2.0,16
803,نستطيع,3,0,2.0,16
804,أن,3,0,2.0,16
805,نقول,3,0,2.0,16
806,إن,3,0,2.0,16
807,الله,3,0,2.0,16
808,وهبة,3,0,2.0,16
809,كل,3,0,2.0,16
810,شىء,3,0,2.0,16
812,إلا,3,0,2.0,16
813,القدرة,3,0,2.0,16
814,على,3,0,2.0,16
815,الانتفاع,4,0,2.0,16
816,بالحياة,3,0,2.0,16
817,والتوفيق,3,0,2.0,16
818,فى,3,0,2.0,16
819,الدنيا,3,0,2.0,16
821,وإن,3,0,2.0,16
822,يكن,3,0,2.0,16
823,اشبه,4,0,2.0,16
824,بالنساء,3,0,2.0,16
825,في,3,0,2.0,16
826,المرونة,3,0,2.0,16
827,وسرعة,3,0,2.0,16
828,التكيف,4,0,2.0,16
830,وكان,3,0,2.0,16
831,عظيم,3,0,2.0,16
832,الاعتداد,5,0,2.0,16
833,بنفسه,3,0,2.0,16
834,شديد,3,0,2.0,16
835,الاعتماد,3,0,2.0,16
836,عليها,3,0,2.0,16
837,ولكن,3,0,2.0,16
838,من,3,0,2.0,16
839,غير,3,0,2.0,16
840,أن,3,0,2.0,16
841,يشوب,5,0,2.0,16
842,ذلك,3,0,2.0,16
843,الكبرياء,3,0,2.0,16
844,والتقحم,5,0,2.0,16
845,على,3,0,2.0,16
846,الناس,3,0,2.0,16
848,وفيه,3,0,2.0,16
849,أنفة,5,0,2.0,16
850,كثيرا,3,0,2.0,16
851,ما,3,0,2.0,16
852,كانت,3,0,2.0,16
853,تبلغ,3,0,2.0,16
854,درجة,3,0,2.0,16
855,البلاهة,3,0,2.0,16
857,وقد,3,0,2.0,16
858,غلب,3,0,2.0,16
859,عليه,3,0,2.0,16
861,الكاتب,3,0,2.0,16
863,وصار,3,0,2.0,16
864,لقبا,4,0,2.0,16
865,وعلما,3,0,2.0,16
866,عليه,3,0,2.0,16
867,كما,3,0,2.0,16
868,حدث,3,0,2.0,16
869,لعبد,3,0,2.0,16
870,الحميد,3,0,2.0,16
871,من,3,0,2.0,16
872,قبله,3,0,2.0,16
873,بقرون,3,0,2.0,16
874,طويلة,3,0,2.0,16
875,المدد,4,0,2.0,16
877,ولم,3,0,2.0,16
878,تكن,3,0,2.0,16
879,مزيته,5,0,2.0,16
880,الابتكار,3,0,2.0,16
881,أو,3,0,2.0,16
882,العمق,3,0,2.0,16
883,بل,3,0,2.0,16
884,إنه,3,0,2.0,16
885,ما,3,0,2.0,16
886,من,3,0,2.0,16
887,فكرة,3,0,2.0,16
888,يتناولها,3,0,2.0,16
889,إلا,3,0,2.0,16
890,وسعه,5,0,2.0,16
891,أن,3,0,2.0,16
892,يجلوها,4,0,2.0,16
893,في,3,0,2.0,16
894,أحسن,3,0,2.0,16
895,معرض,4,0,2.0,16
897,وإلا,3,0,2.0,16
898,استطاع,3,0,2.0,16
899,—,3,0,2.0,16
900,إذا,3,0,2.0,16
901,لم,3,0,2.0,16
902,تكن,3,0,2.0,16
903,مما,3,0,2.0,16
904,ابتكر,3,0,2.0,16
905,—,3,0,2.0,16
906,أن,3,0,2.0,16
907,يضيف,3,0,2.0,16
908,إليها,3,0,2.0,16
909,ويزيد,3,0,2.0,16
910,عليها,3,0,2.0,16
911,ما,3,0,2.0,16
912,ليس,3,0,2.0,16
913,دونها,4,0,2.0,16
915,على,3,0,2.0,16
916,أن,3,0,2.0,16
917,أبرز,3,0,2.0,16
918,مزاياه,5,0,2.0,16
919,كانت,3,0,2.0,16
920,أن,3,0,2.0,16
921,أسلوبه,3,0,2.0,16
922,صورة,3,0,2.0,16
923,لنفسه,3,0,2.0,16
924,ليطلع,4,0,2.0,16
925,على,3,0,2.0,16
926,كل,3,0,2.0,16
927,ما,3,0,2.0,16
928,فيها,3,0,2.0,16
930,وأن,3,0,2.0,16
931,يجيلها,5,0,2.0,16
932,فيما,3,0,2.0,16
933,هو,3,0,2.0,16
934,خارج,3,0,2.0,16
935,عنه,3,0,2.0,16
936,ليحيط,3,0,2.0,16
937,بكل,3,0,2.0,16
938,ما,3,0,2.0,16
939,وراءها,3,0,2.0,16
941,ولكنه,3,0,2.0,16
942,قلما,3,0,2.0,16
943,رأى,3,0,2.0,16
944,شيئا,3,0,2.0,16
945,خارجها,3,0,2.0,16
946,إلا,3,0,2.0,16
947,من,3,0,2.0,16
948,خلالها,3,0,2.0,16
950,وكان,3,0,2.0,16
951,على,3,0,2.0,16
952,قوة,3,0,2.0,16
953,طبعه,3,0,2.0,16
954,شديد,3,0,2.0,16
955,الحياء,3,0,2.0,16
956,كثير,3,0,2.0,16
957,الحذر,4,0,2.0,16
958,ولا,5,0,2.0,16
959,سيما,5,0,2.0,16
960,مع,3,0,2.0,16
961,النساء,3,0,2.0,16
962,اللواتي,3,0,2.0,16
963,لم,3,0,2.0,16
964,يألف,4,0,2.0,16
965,مجالسهن,4,0,2.0,16
966,إلا,3,0,2.0,16
967,العائليه,3,0,2.0,16
969,ولم,3,0,2.0,16
970,يكن,3,0,2.0,16
971,احترامه,3,0,2.0,16
972,لهن,3,0,2.0,16
973,كبيرا,3,0,2.0,16
974,وإن,3,0,2.0,16
975,كان,3,0,2.0,16
976,على,3,0,2.0,16
977,ذلك,3,0,2.0,16
978,لا,3,0,2.0,16
979,يحتقرهن,3,0,2.0,16
981,وعنده,3,0,2.0,16
982,أن,3,0,2.0,16
